ID	Volume	Index chapter	Mapped section	Mapped heading	Official question stem excerpt
OFFICIAL-115-1-L23-Q04	L23	ch07.md	7.1.4	特徵工程與資料增強	某 AI 團隊同時開發多個影像辨識系統，並在訓練流程中統一加入資料擴增策略 （包含隨機水平翻轉）以提升模型泛化能力。實驗後發現，部分任務的測試表現 明顯下降。下列哪一項任務最可能因該資料擴增策略引入語意錯誤（Semantic Inconsistency），使同一樣本在翻轉後對應不同類別標籤，進而影響模型學習？
OFFICIAL-115-1-L23-Q07	L23	ch07.md	4.1.3	考點補丁：高度相關特徵下的 L1 與 L2	、 、 「年收入」「季收入」三者高度相關。模型上線後業務單位反映：每次重新訓練 後，模型輸出的重要特徵清單在這些高度相關特徵間反覆變動，難以向審查單位 解釋。請問下列何者為造成此現象最可能的原因？
OFFICIAL-115-1-L23-Q24	L23	ch07.md	7.1.2	類別編碼選型	某推薦系統工程師處理商品類別特徵，該特徵包含約 3,000 個不同商品項目，每 一種商品或其規格皆視為一個獨立類別。請問在高基數（High Cardinality）的情 境下，下列哪一種編碼方式最容易造成維度爆炸問題？
OFFICIAL-115-1-L23-Q25	L23	ch07.md	7.1.5	考點補丁：偏態特徵的對數轉換何時有害	某工程師建立房價預測模型，輸入特徵包含屋齡與距捷運站距離（公尺） 距捷運站距離分布嚴重右偏，經對數（Log）轉換後模型表現明顯改善；但將同樣 轉換套用於屋齡後，模型表現反而下降。下列何者為最可能的原因？
OFFICIAL-115-1-L23-Q26	L23	ch07.md	7.1.6	考點補丁：滑動窗口與滯後特徵	在時間序列資料的特徵工程中，工程師常使用滑動窗口（Sliding Window）方法， 將過去多個時間點的觀測值組合為模型輸入。下列何者為此方法的主要目的？
OFFICIAL-115-1-L23-Q41	L23	ch07.md	7.1.4	特徵工程與資料增強	工程師使用 PyTorch 建立 OCR 訓練 pipeline，並對手寫字母資料集套用下圖程式進 。模型在訓練過程中顯示驗證損失（Validation Loss）持續 行資料增強（Transform） 下降，但實際部署後，系統在辨識「b/d/p/q」類字母錯誤率異常偏高。下列何者為 最可能的根本原因？
OFFICIAL-114-2-L23-Q10	L23	ch08.md	8.1.4	考點補丁：AutoML 的適用情境	下列哪一種應用情境最適合導入 AutoML，以提升模型開發效率？
OFFICIAL-114-2-L23-Q45	L23	ch08.md	6.1.6	遷移學習三模式	在實務應用中，我們常使用遷移學習(transfer learning)技巧，即載入預 訓練模型（如 VGG16），凍結部分層的參數，只針對特定任務重新訓練最後 幾層，這種做法可節省訓練時間並提升模型效能。假設你要對 VGG16 進行 遷移學習(transfer learning)，希望凍結卷積層的參數，只訓練最後全連 114 年第二次 AI 應用規劃師-中級能力鑑定【公告試題】 第三科：機器學習技術與應用
OFFICIAL-115-1-L23-Q42	L23	ch08.md	6.1.6	遷移學習三模式	觀察程式中行(A)將所有既有權重的梯度計算關閉，這在遷移學習中屬於哪一種標 準策略？
OFFICIAL-114-2-L23-Q01	L23	ch09.md	9.1.4	交叉驗證的正確選用	某零售企業建立一個銷售預測模型，希望評估該模型在不同月份的新資料 B 上，是否仍能維持穩定的預測表現。資料科學團隊計畫利用統計方法檢驗 模型對未觀察資料的適應能力與泛化效果。下列哪一種方法最適合用於此 目的？
OFFICIAL-114-2-L23-Q14	L23	ch09.md	12.1.5	可解釋性工具	下列哪一種 AI 應用情境中，模型的可解釋性（Explainability）最為關 鍵？
OFFICIAL-114-2-L23-Q16	L23	ch09.md	9.1.1	混淆矩陣	在二元分類問題中，若精確率（Precision）為 0.8，召回率（Recall）為 0.6，則 F1 分數（F1 Score）為何？
OFFICIAL-114-2-L23-Q19	L23	ch09.md	9.1.1	混淆矩陣	某醫療機構開發疾病早期偵測模型，正樣本（確診病例）僅佔 3%。在模型 訓練與評估過程中，下列哪一種作法最不適合用於提升對少數類病例的預 測能力？
OFFICIAL-114-2-L23-Q28	L23	ch09.md	9.1.8	考點補丁：取樣偏差與分布轉移	一家零售電商公司希望建立顧客流失預測模型，用以判斷哪些會員可能在 三個月內不再消費。團隊以去年會員資料進行訓練，並僅採用「曾經購買 三次以上」的活躍顧客紀錄作為樣本。模型上線後，對整體會員進行預測 時，發現模型對於新註冊會員與低消費會員的預測準確率明顯偏低。下列 何者為造成此現象最可能的原因？
OFFICIAL-114-2-L23-Q29	L23	ch09.md	9.1.4	交叉驗證的正確選用	在工業設備故障預測專案中，模型訓練與超參數調整均依賴於一段歷史數 據作為驗證集。然而，隨著設備運行環境與工況條件的變化，原有驗證集 已無法充分反映現況，導致模型在實際部署後的預測準確率逐漸下降。下 列哪一種策略最能有效提升模型在長期運行環境中的穩健性與泛化能力？
OFFICIAL-114-2-L23-Q30	L23	ch09.md	9.1.8	考點補丁：取樣偏差與分布轉移	某情感分析模型在英文資料集上取得 macro F1-score = 0.91。當該模型 部署於西班牙文資料集時，F1-score 驟降至 0.58。下列哪一項解釋最合 理，且與 F1-score 變化相關？
OFFICIAL-114-2-L23-Q31	L23	ch09.md	10.1.6	考點補丁：早停的耐心值（Patience）	某能源公司利用歷史氣象與用電資料，開發長期電力需求預測模型，採用 114 年第二次 AI 應用規劃師-中級能力鑑定【公告試題】 第三科：機器學習技術與應用 考試日期：114 年 11 月 08 日 試題公告日期：114 年 11 月 20 日
OFFICIAL-114-2-L23-Q34	L23	ch09.md	9.1.4	交叉驗證的正確選用	某醫療人工智慧團隊正在開發心臟病風險預測模型，資料量僅有 150 筆， 其中陽性個案不到 8%。由於樣本數稀少且類別分布極不平衡，團隊希望在 有限資料下，仍能準確評估模型在不同資料上的表現穩定性，同時避免訓 練資料被過度切分而影響模型效能。若團隊希望在有限樣本下，同時兼顧 資料的利用率與各類別在驗證折中的比例一致性，最適合採用下列哪一種 交叉驗證方法？
OFFICIAL-114-2-L23-Q38	L23	ch09.md	9.1.3	迴歸指標	附圖程式碼所計算的是哪一類型的評估指標？
OFFICIAL-114-2-L23-Q47	L23	ch09.md	9.1.4	交叉驗證的正確選用	研究人員在對 digits 資料集進行分類時，決定使用 KNN 並搭配交叉驗證來 評估模型準確率。他們撰寫了四組不同的程式碼來進行 KNN 訓練與交叉驗 證，但不確定哪幾組程式碼能正確執行並輸出準確率。每組程式碼在資料 切割、模型訓練、交叉驗證函數的使用上略有差異，研究人員希望找出可 以正確完成任務的程式碼組合，以確保模型評估的可靠性。
OFFICIAL-114-2-L23-Q50	L23	ch09.md	9.2.1	考點補丁：以 matplotlib 繪製學習曲線	參考下圖執行結果，下列何者正確？ 114 年第二次 AI 應用規劃師-中級能力鑑定【公告試題】
OFFICIAL-115-1-L23-Q12	L23	ch09.md	9.1.1	混淆矩陣	某醫院導入肺癌篩檢模型，資料集中正常病例佔 99%、肺癌陽性僅佔 1%。模型 上線後，系統報告整體準確率（Accuracy）為 99.1%。醫師對此數字感到疑慮， 認為不足以評估臨床價值，在漏診風險上可能存在重大問題。請問在此情境下， 僅以 Accuracy 作為評估指標最嚴重的缺陷為何？
OFFICIAL-115-1-L23-Q27	L23	ch09.md	9.1.4	交叉驗證的正確選用	53 週作為測試集（固定時間切分）。半年後重新評估，發現模型對最新資料（如 證策略，應採用下列哪種方法，使每次訓練皆基於最新時間區間資料？
OFFICIAL-115-1-L23-Q30	L23	ch09.md	1.1.4	偏差-變異分解	某信用風險模型：訓練 AUC=0.97、驗證 AUC=0.72、少數違約樣本預測波動極大 及不同 K-fold 切分結果差異明顯。下列何者為最可能的問題？
OFFICIAL-115-1-L23-Q32	L23	ch09.md	9.1.1	混淆矩陣	某詐欺偵測模型需同時具備高精確率（Precision） 持高召回率（Recall）表現，以確保不放過任何詐欺行為。然而工程師發現兩者之 間存在取捨關係（Precision-Recall Tradeoff） 。在此情境下，F1-score 最能反映何種 特性？
OFFICIAL-115-1-L23-Q37	L23	ch09.md	12.1.5	可解釋性工具	某銀行導入 AI 貸款審核系統，監管要求每筆被拒絕的申請須提供可理解的拒絕 原因。技術主管評估以下方案，哪一種最能實現個別預測的局部可解釋性（Local Explainability）？
OFFICIAL-115-1-L23-Q44	L23	ch09.md	9.1.5	六大資料洩漏來源	研究人員撰寫的程式中（下圖），先用整體資料進行 LDA（Linear Discriminant Analysis）降維，接著再用 KNN（K-Nearest Neighbors）進行分類，並用交叉驗證 來評估準確率。請問下列敘述何者正確？
OFFICIAL-115-1-L23-Q45	L23	ch09.md	9.1.4	交叉驗證的正確選用	研究人員在程式（下圖）中使用 cross_val_score 進行交叉驗證，但目前尚未設定 cv 參數。 他們希望確保在每次資料分割時，訓練集與測試集的類別比例與原始資料一致，以 免影響模型的準確率估計。目前有以下幾段候選程式碼可供選擇。請問為了確保在
OFFICIAL-115-1-L23-Q46	L23	ch09.md	7.1.1	前處理的正確順序	參考下圖資料處理，下列哪一項描述組合正確？ 115 年第一次 AI 應用規劃師-中級能力鑑定【公告試題】
OFFICIAL-115-1-L23-Q47	L23	ch09.md	6.1.2	卷積層的運算	參考下圖建立模型結果，下列哪一項描述組合正確？
OFFICIAL-115-1-L23-Q48	L23	ch09.md	10.1.3	過擬合與欠擬合的處方對照	參考下圖繪圖結果，當 Epochs=6 時，訓練曲線值(0.81)明顯大於驗證曲線值(0.72)， 115 年第一次 AI 應用規劃師-中級能力鑑定【公告試題】 第三科：機器學習技術與應用 考試日期：115 年 05 月 23 日
OFFICIAL-114-2-L23-Q02	L23	ch10.md	4.1.2	正則化：L1與 L2	在建立迴歸或分類模型時，若希望避免模型過度擬合（Overfitting），可 透過加入正則化項以限制模型的複雜度。其中，L1 正則化（Lasso）的主 要效果為何？
OFFICIAL-114-2-L23-Q11	L23	ch10.md	10.1.1	四種超參數搜尋策略	相較於 Grid Search，Random Search 在超參數調整上具備哪一項主要優 勢？
OFFICIAL-114-2-L23-Q12	L23	ch10.md	3.1.3	學習率：最重要的超參數	某智慧製造公司開發一套設備故障預測系統，利用感測器資料訓練深度神 經網路（Deep Neural Network, DNN）模型，以提前偵測異常運作跡象。 在訓練過程中，團隊發現模型收斂速度不穩定：有時過快導致過擬合，有 時又遲遲無法達到最佳準確率。開發團隊可以藉由調整下列哪一項超參數 （Hyperparameter）以改善此問題？
OFFICIAL-114-2-L23-Q26	L23	ch10.md	10.1.3	過擬合與欠擬合的處方對照	在防止監督式學習模型過擬合（Overfitting）時，下列哪一種策略不屬於 降低模型複雜度或限制學習能力的作法？
OFFICIAL-114-2-L23-Q32	L23	ch10.md	4.1.2	正則化：L1與 L2	某電信公司開發客戶流失預測模型，使用大量顧客行為特徵，例如通話時 長、上網頻率、帳單金額、客服聯絡次數等。在訓練過程中，團隊發現部 分特徵彼此高度相關，但同時也懷疑有些特徵對流失預測的貢獻度有限。 若希望模型在避免過擬合（Overfitting）的同時，能自動篩選出較具代表 性的特徵，採用下列哪一種方法最為合適？
OFFICIAL-114-2-L23-Q39	L23	ch10.md	4.1.2	正則化：L1與 L2	附圖程式碼實現的是哪一種正則化技術？
OFFICIAL-115-1-L23-Q09	L23	ch10.md	3.1.2	優化器的演進	某工程師訓練深度神經網路時發現損失函數震盪嚴重且收斂速度慢，改用 Adam 優化器後訓練變得穩定且收斂更快。下列何者為 Adam 能改善此問題的主要原 因？ 115 年第一次 AI 應用規劃師-中級能力鑑定【公告試題】 第三科：機器學習技術與應用
OFFICIAL-115-1-L23-Q13	L23	ch10.md	10.1.3	過擬合與欠擬合的處方對照	某工程師訓練文本情感分類模型，訓練集 F1=0.96、驗證集 F1=0.71，落差明顯， 115 年第一次 AI 應用規劃師-中級能力鑑定【公告試題】 第三科：機器學習技術與應用 考試日期：115 年 05 月 23 日
OFFICIAL-115-1-L23-Q16	L23	ch10.md	5.1.5	考點補丁：XGBoost 的正則化目標函數	某資料科學家在信用評分任務中使用 XGBoost 建立模型，發現模型在訓練集表現 良好但驗證集出現過擬合跡象。他檢視其模型設計，發現 XGBoost 在目標函數 （Objective Function）中引入額外的正則化機制以控制模型複雜度。相較於傳統 ，XGBoost 在其核心目標函數中加入了下列哪一種關鍵 梯度提升決策樹（GBDT） 設計，使其具備更強的防過擬合能力？
OFFICIAL-115-1-L23-Q21	L23	ch10.md	10.1.5	模型壓縮與推論優化	某工程師將一個大型預訓練模型部署至資源受限的行動裝置，發現模型體積過大 且推論效率不足。為降低模型大小並提升推論速度，他將原本 32-bit 浮點數權重 轉換為 8-bit 整數。在不重新訓練模型的前提下，請問此過程稱為何？
OFFICIAL-115-1-L23-Q22	L23	ch10.md	6.1.10	考點補丁：RAG 檢索改善——混合搜尋與 RRF	某工程師建置企業內部知識問答的 RAG 系統，上線後發現部分問題檢索結果與 查詢語意不符。分析後確認問題出在向量搜尋的語意匹配不準確。於檢索階段， 採取下列哪種方法最能直接改善此問題？
OFFICIAL-115-1-L23-Q33	L23	ch10.md	4.1.2	正則化：L1與 L2	某工程師的多元線性迴歸模型包含 150 個特徵，其中許多特徵高度相關（如「建 。他同時希望控制過擬合且保留所有特徵的解釋能力，不讓任 坪」與「總面積」） 何特徵係數歸零，下列哪一項正則化方案最適當？
OFFICIAL-115-1-L23-Q34	L23	ch10.md	10.1.1	四種超參數搜尋策略	某工程師使用 XGBoost 模型進行調參，需對以下超參數進行網格搜尋（Grid Search）：learning_rate（3 個候選值）、max_depth（4 個）、n_estimators（5 個）、 subsample（3 個）、colsample_bytree（3 個）。每組參數組合皆需完整進行 5-Fold 交叉驗證。請問總共需要訓練幾個模型？
OFFICIAL-115-1-L23-Q35	L23	ch10.md	6.1.11	考點補丁：LoRA 的 rank 與記憶體取捨	某團隊使用 LoRA 微調大型語言模型進行法律摘要任務，發現模型在複雜條款的 摘要上常出現內容遺漏，但 GPU 顯存已接近上限。下列哪種調整方式最能在不 明顯增加記憶體使用的前提下改善模型表現？
OFFICIAL-115-1-L23-Q43	L23	ch10.md	6.1.6	遷移學習三模式	在進行遷移學習微調（Fine-Tuning）時，通常會將優化器的學習率（Learning Rate） 設得非常小（如 1e-4），下列何者為主要的原因？
OFFICIAL-115-1-L23-Q50	L23	ch10.md	3.2.1	考點補丁：PyTorch 訓練迴圈的順序與梯度裁剪	為了修復訓練過程中 Loss 突然變成 NaN 的問題，工程師考慮在 PyTorch 訓練迴圈 中加入梯度裁剪（Gradient Clipping）機制，例如 torch.nn.utils.clip_grad_norm_。若 要正確加入梯度裁剪，最適合插入於哪個位置？其主要作用為何？
OFFICIAL-114-2-L23-Q36	L23	ch11.md	11.1.4	考點補丁：加密基礎（對稱／非對稱、雜湊、同態加密）	某銀行計畫與多家合作機構共同訓練一個 AI 信用風險預測模型，為避免客 戶交易資料在傳輸與運算過程中外洩，技術團隊評估使用同態加密 （Homomorphic Encryption）技術。下列何者最能正確描述同態加密在此 應用中的關鍵特性？
OFFICIAL-114-2-L23-Q37	L23	ch11.md	11.1.4	考點補丁：加密基礎（對稱／非對稱、雜湊、同態加密）	某跨銀行風控平台希望整合多家銀行的用戶行為資料，用於訓練信用風險 預測模型。由於競爭與法規限制，各銀行僅願意提供加密後資料，且資料 在任何時間不得被平台解密。同時，平台需建立安全通訊協議以確保資料 在傳輸過程未被竄改或重放。 下列哪一組技術最能完整對應上述需求？
OFFICIAL-115-1-L23-Q36	L23	ch11.md	11.1.4	考點補丁：加密基礎（對稱／非對稱、雜湊、同態加密）	某金融機構的 AI 信用評分模型需上傳至第三方雲端服務商進行推論。法務部門 要求：在不解密資料的前提下，由單一雲端服務商直接對加密資料進行模型運算。 下列哪種隱私保護技術最符合此需求？
OFFICIAL-114-2-L23-Q13	L23	ch12.md	9.1.6	考點補丁：標籤偏差（Label Bias）	標籤偏差(Label Bias)通常是因為什麼原因造成？
OFFICIAL-115-1-L23-Q38	L23	ch12.md	12.1.3	五種公平性指標與不可能定理	某公司導入 AI 履歷篩選系統，用於自動決定是否進入面試。模型對男性應徵者 的面試通過率為 55%，對女性應徵者為 30%。在其他條件不變的情況下，工程師 需評估模型是否符合統計均等（Statistical Parity）的公平性定義。下列何者最正 確？
OFFICIAL-115-1-L23-Q39	L23	ch12.md	12.1.4	三個介入點	某銀行信貸模型上線後稽核發現，女性申請者中「實際具有還款能力卻被模型拒 絕」的比例顯著高於男性，但法務限制不允許在推論階段使用性別欄位調整輸出。 下列去偏策略何者在此限制下仍可執行？
